case_number,suspect_name,vehicle_plate,date,year,primary_type,description,block,location_description,district,beat,ward,community_area,iucr,fbi_code,arrest,domestic
JD133335,Hector Brown,,2026-04-15 06:45:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,9700XX S STATE ST,STREET,015,1531,29,25,0910,07,False,False
JD133448,Brian Martinez,,2026-03-16 00:33:00,2026,THEFT,OVER $500,5600XX N CICERO AVE,DEPARTMENT STORE,020,2012,40,4,0820,06,False,False
JD133561,Lamar Thomas,IL-3263-KS,2026-02-13 21:38:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,5000XX W 47TH ST,COMMERCIAL BUILDING,015,1531,29,25,0910,07,False,False
JD133674,Devon Hernandez,,2026-05-27 22:35:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,9500XX W 55TH ST,,019,1923,44,6,0910,07,False,False
JD133787,Aaron Nguyen,IL-9747-HW,2026-03-23 20:11:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,1500XX W 55TH ST,RESTAURANT,012,1212,25,28,0910,07,False,False
JD133900,Jamal Thomas,,2026-01-17 03:01:00,2026,ASSAULT,AGGRAVATED: HANDGUN,0700XX W MADISON ST,STREET,025,2515,30,19,051A,04A,False,True
JD134013,Maurice Clark,,2026-05-05 01:44:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,9700XX S COTTAGE GROVE AVE,STREET,019,1923,44,6,1811,18,True,False
JD134126,Tyler Thompson,,2026-04-24 20:35:00,2026,ASSAULT,AGGRAVATED: HANDGUN,6600XX W CHICAGO AVE,BAR OR TAVERN,010,1013,24,29,051A,04A,False,False
JD134239,Cedric Nguyen,,2026-06-18 01:00:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,8000XX S COTTAGE GROVE AVE,RESIDENCE,016,1622,45,15,1811,18,True,False
JD134352,Trevon Ortiz,,2026-04-10 14:11:00,2026,BATTERY,SIMPLE ASSAULT,2300XX N CLARK ST,SIDEWALK,018,1831,43,7,0460,08B,False,False
JD134465,Tyler Flores,,2026-05-01 10:29:00,2026,ROBBERY,ARMED: HANDGUN,2000XX N MILWAUKEE AVE,COMMERCIAL BUILDING,011,1124,28,26,031A,03,False,False
JD134578,Jose Harris,,2026-06-03 22:20:00,2026,BURGLARY,FORCIBLE ENTRY,6700XX N CLARK ST,RESTAURANT,003,0313,20,42,0610,05,False,False
JD134691,Aaron Scott,IL-8301-GQ,2026-04-22 10:21:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,2800XX S HALSTED ST,RESTAURANT,022,2213,19,72,0910,07,False,False
JD134804,Derek Taylor,,2026-04-02 21:56:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,1500XX W ROOSEVELT RD,GAS STATION / CONVENIENCE STORE,014,1422,1,24,0910,07,True,False
JD134917,Jose Wright,IL-4492-WL,2026-08-16 01:18:00,2026,BURGLARY,FORCIBLE ENTRY,6600XX W 63RD ST,SIDEWALK,003,0313,20,42,0610,05,False,False
JD135030,Dominic Ramirez,IL-7227-HQ,2026-02-07 17:53:00,2026,ASSAULT,AGGRAVATED: HANDGUN,1000XX N KEDZIE AVE,APARTMENT,025,2515,30,19,051A,04A,False,True
JD135143,Xavier Sanchez,IL-1434-OS,2026-02-19 07:58:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,5000XX N PULASKI RD,,016,1622,45,15,1811,18,True,False
JD135256,Andre Taylor,,2026-01-23 02:22:00,2026,BATTERY,SIMPLE ASSAULT,8800XX S HALSTED ST,COMMERCIAL BUILDING,010,1013,24,29,0460,08B,False,True
JD135369,Reginald Garcia,,2026-01-16 05:34:00,2026,BURGLARY,FORCIBLE ENTRY,9600XX W MADISON ST,RESTAURANT,014,1422,1,24,0610,05,False,False
JD135482,Justin White,IL-6633-FX,2026-06-01 17:55:00,2026,ROBBERY,ARMED: HANDGUN,0600XX S STATE ST,COMMERCIAL BUILDING,001,0111,42,32,031A,03,False,False
JD135595,Gabriel Jenkins,,2026-03-06 05:14:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,1500XX S COTTAGE GROVE AVE,,006,0623,6,69,1811,18,True,False
JD135708,Jamal Nguyen,IL-2639-HB,2026-08-21 17:04:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,0900XX S COMMERCIAL AVE,SIDEWALK,009,0914,15,61,1811,18,True,False
JD135821,Hector Garcia,IL-1079-IU,2026-04-11 15:28:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,8500XX S DR MARTIN LUTHER KING JR DR,BAR OR TAVERN,010,1013,24,29,0910,07,False,False
JD135934,Darnell Young,IL-3293-XF,2026-07-09 11:08:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,6000XX S WESTERN AVE,PARKING LOT,016,1622,45,15,0910,07,False,False
JD136047,Hector White,IL-9797-TT,2026-02-24 02:57:00,2026,THEFT,OVER $500,8100XX W 47TH ST,COMMERCIAL BUILDING,001,0111,42,32,0820,06,False,False
JD136160,Reginald Jones,,2026-08-21 04:23:00,2026,ASSAULT,AGGRAVATED: HANDGUN,9900XX W CHICAGO AVE,BAR OR TAVERN,020,2012,40,4,051A,04A,False,False
JD136273,Jose Martinez,,2026-01-22 07:54:00,2026,ROBBERY,ARMED: HANDGUN,6600XX S WABASH AVE,DEPARTMENT STORE,005,0511,9,49,031A,03,False,False
JD136386,Brandon Anderson,IL-6918-KX,2026-03-24 23:30:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,2900XX N MILWAUKEE AVE,RESIDENCE,017,1732,35,21,0910,07,False,False
JD136499,Tyrone Nguyen,,2026-01-02 20:20:00,2026,BATTERY,SIMPLE ASSAULT,6700XX W 55TH ST,GAS STATION / CONVENIENCE STORE,024,2411,49,1,0460,08B,False,True
JD136612,Calvin White,,2026-06-19 20:57:00,2026,BATTERY,SIMPLE ASSAULT,3300XX W 47TH ST,RESIDENCE,014,1422,1,24,0460,08B,False,False
JD136725,Brian Thomas,IL-2938-RK,2026-08-20 00:32:00,2026,ROBBERY,ARMED: HANDGUN,2200XX W FULLERTON AVE,SIDEWALK,008,0815,13,65,031A,03,False,False
JD136838,Damian Miller,,2026-06-24 03:30:00,2026,CRIMINAL DAMAGE,TO PROPERTY,2700XX S WESTERN AVE,APARTMENT,020,2012,40,4,1310,14,False,True
JD136951,Calvin White,IL-5644-YF,2026-03-21 16:02:00,2026,ROBBERY,ARMED: HANDGUN,2200XX N MILWAUKEE AVE,APARTMENT,009,0914,15,61,031A,03,False,False
JD137064,Deandre Flores,,2026-08-28 15:10:00,2026,BURGLARY,FORCIBLE ENTRY,7700XX N PULASKI RD,COMMERCIAL BUILDING,005,0511,9,49,0610,05,False,False
JD137177,Darius Miller,,2026-06-15 19:37:00,2026,BATTERY,SIMPLE ASSAULT,4900XX W CHICAGO AVE,APARTMENT,014,1422,1,24,0460,08B,True,False
JD137290,Kevin Wright,,2026-07-27 04:38:00,2026,BATTERY,SIMPLE ASSAULT,6100XX N CLARK ST,COMMERCIAL BUILDING,022,2213,19,72,0460,08B,False,True
JD137403,Calvin Harris,,2026-03-20 17:52:00,2026,THEFT,OVER $500,8700XX S WABASH AVE,ALLEY,024,2411,49,1,0820,06,False,True
JD137516,Jalen Jones,,2026-04-26 15:50:00,2026,ASSAULT,AGGRAVATED: HANDGUN,7600XX S MICHIGAN AVE,SIDEWALK,020,2012,40,4,051A,04A,False,False
JD137629,Marcus Torres,,2026-02-10 19:56:00,2026,ASSAULT,AGGRAVATED: HANDGUN,2500XX N BROADWAY,BAR OR TAVERN,001,0111,42,32,051A,04A,False,False
JD137742,Hector Anderson,IL-7511-TK,2026-04-23 10:26:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,2000XX S STATE ST,,015,1531,29,25,0910,07,False,False
JD137855,Xavier Jones,,2026-08-06 11:35:00,2026,CRIMINAL DAMAGE,TO PROPERTY,4000XX N BROADWAY,PARKING LOT,020,2012,40,4,1310,14,False,False
JD137968,Elijah Flores,,2026-08-26 22:10:00,2026,BATTERY,SIMPLE ASSAULT,6600XX S COTTAGE GROVE AVE,PARKING LOT,014,1422,1,24,0460,08B,False,False
JD138081,Brandon Anderson,IL-8517-DD,2026-01-26 02:52:00,2026,ROBBERY,ARMED: HANDGUN,7700XX S WESTERN AVE,SIDEWALK,015,1531,29,25,031A,03,False,False
JD138194,Jamal King,,2026-05-23 19:03:00,2026,ROBBERY,ARMED: HANDGUN,6400XX N KEDZIE AVE,STREET,016,1622,45,15,031A,03,False,False
JD138307,Jose Johnson,,2026-04-20 05:43:00,2026,THEFT,OVER $500,3100XX S MICHIGAN AVE,STREET,024,2411,49,1,0820,06,False,False
JD138420,Elijah Taylor,,2026-07-13 18:12:00,2026,THEFT,OVER $500,9100XX N DAMEN AVE,SIDEWALK,003,0313,20,42,0820,06,False,False
JD138533,Tyrone Martinez,IL-3615-SI,2026-06-27 08:14:00,2026,BURGLARY,FORCIBLE ENTRY,5200XX W FULLERTON AVE,STREET,020,2012,40,4,0610,05,False,False
JD138646,Corey Ramirez,,2026-05-18 18:16:00,2026,CRIMINAL DAMAGE,TO PROPERTY,7300XX W ROOSEVELT RD,RESIDENCE,017,1732,35,21,1310,14,False,False
JD138759,Jerome Jackson,,2026-08-04 08:04:00,2026,ASSAULT,AGGRAVATED: HANDGUN,2900XX N KEDZIE AVE,BAR OR TAVERN,025,2515,30,19,051A,04A,False,False
JD138872,Elijah Martinez,,2026-05-08 09:05:00,2026,ASSAULT,AGGRAVATED: HANDGUN,9600XX S COMMERCIAL AVE,SIDEWALK,011,1124,28,26,051A,04A,False,False
JD138985,Lamar Anderson,IL-3555-UD,2026-05-06 23:43:00,2026,BURGLARY,FORCIBLE ENTRY,9500XX S WESTERN AVE,RESIDENCE,007,0724,16,68,0610,05,False,False
JD139098,Cedric Flores,,2026-02-22 21:31:00,2026,THEFT,OVER $500,7000XX S WABASH AVE,DEPARTMENT STORE,002,0222,4,38,0820,06,False,False
JD139211,Tyler King,,2026-05-16 05:48:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,2900XX W ROOSEVELT RD,APARTMENT,020,2012,40,4,1811,18,True,False
JD139324,Dante Vance,,2026-06-13 21:49:00,2026,ROBBERY,ARMED: HANDGUN,1600XX W FULLERTON AVE,DEPARTMENT STORE,018,1831,43,7,031A,03,True,False
JD139437,Terrence Walker,IL-7866-SJ,2026-06-12 19:55:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,7100XX N CLARK ST,RESIDENCE,009,0914,15,61,1811,18,False,False
JD139550,Terrence Wilson,IL-3450-MA,2026-07-09 14:11:00,2026,ROBBERY,ARMED: HANDGUN,8800XX W 79TH ST,SIDEWALK,008,0815,13,65,031A,03,False,False
JD139663,Gabriel Jenkins,IL-8807-VC,2026-07-16 04:57:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,3900XX S WESTERN AVE,RESTAURANT,009,0914,15,61,0910,07,False,False
JD139776,Maurice Hill,,2026-06-09 11:23:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,0300XX S MICHIGAN AVE,SIDEWALK,015,1531,29,25,1811,18,True,False
JD139889,Kareem Johnson,IL-6635-PU,2026-03-25 09:22:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,6600XX S COMMERCIAL AVE,BAR OR TAVERN,017,1732,35,21,0910,07,False,False
JD140002,Jerome Jackson,,2026-06-14 20:39:00,2026,ASSAULT,AGGRAVATED: HANDGUN,1100XX W BELMONT AVE,PARKING LOT,006,0623,6,69,051A,04A,False,False
JD140115,Damian Rodriguez,,2026-07-09 14:49:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,7600XX N DAMEN AVE,DEPARTMENT STORE,018,1831,43,7,0910,07,False,True
JD140228,Darius Washington,,2026-05-24 22:47:00,2026,BATTERY,SIMPLE ASSAULT,2200XX S COTTAGE GROVE AVE,SIDEWALK,014,1422,1,24,0460,08B,False,True
JD140341,Trevon Moore,,2026-07-17 02:06:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,2000XX S DR MARTIN LUTHER KING JR DR,,003,0313,20,42,1811,18,True,False
JD140454,Dante Walker,,2026-03-05 16:53:00,2026,ROBBERY,ARMED: HANDGUN,0500XX S ASHLAND AVE,PARKING LOT,025,2515,30,19,031A,03,False,False
JD140567,Gabriel Sanchez,IL-9797-TT,2026-08-05 22:34:00,2026,ROBBERY,ARMED: HANDGUN,7700XX W 79TH ST,,016,1622,45,15,031A,03,False,False
JD140680,Darnell Vance,,2026-04-26 02:28:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,5300XX S MICHIGAN AVE,APARTMENT,009,0914,15,61,1811,18,True,False
JD140793,Marcus Sanchez,,2026-06-10 15:34:00,2026,THEFT,OVER $500,6300XX W 55TH ST,GAS STATION / CONVENIENCE STORE,017,1732,35,21,0820,06,False,False
JD140906,Trevon Thompson,,2026-06-07 13:56:00,2026,ASSAULT,AGGRAVATED: HANDGUN,3200XX W ROOSEVELT RD,BAR OR TAVERN,006,0623,6,69,051A,04A,True,True
JD141019,Anthony Taylor,,2026-05-10 20:47:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,2500XX N PULASKI RD,APARTMENT,003,0313,20,42,1811,18,True,False
JD141132,Darius Taylor,,2026-08-07 10:01:00,2026,ROBBERY,ARMED: HANDGUN,6900XX N MILWAUKEE AVE,APARTMENT,001,0111,42,32,031A,03,False,False
JD141245,Adrian Perez,,2026-04-03 04:00:00,2026,CRIMINAL DAMAGE,TO PROPERTY,4400XX S COTTAGE GROVE AVE,GAS STATION / CONVENIENCE STORE,015,1531,29,25,1310,14,False,False
JD141358,Jamal Anderson,IL-5078-KZ,2026-03-02 08:49:00,2026,ASSAULT,AGGRAVATED: HANDGUN,7000XX W BELMONT AVE,APARTMENT,017,1732,35,21,051A,04A,False,False
JD141471,Devon Walker,,2026-04-24 01:12:00,2026,CRIMINAL DAMAGE,TO PROPERTY,9900XX N DAMEN AVE,RESTAURANT,004,0412,10,46,1310,14,False,False
JD141584,Jamal Perez,,2026-03-21 23:02:00,2026,BATTERY,SIMPLE ASSAULT,6200XX N BROADWAY,GAS STATION / CONVENIENCE STORE,024,2411,49,1,0460,08B,False,False
JD141697,Malik White,IL-8786-RE,2026-02-08 20:27:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,2200XX S ASHLAND AVE,COMMERCIAL BUILDING,009,0914,15,61,0910,07,False,True
JD141810,Tyler Jenkins,,2026-02-08 05:31:00,2026,BATTERY,SIMPLE ASSAULT,8000XX S COMMERCIAL AVE,,011,1124,28,26,0460,08B,False,True
JD141923,Jamal Miller,IL-8951-SO,2026-02-05 15:14:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,8300XX N CICERO AVE,DEPARTMENT STORE,012,1212,25,28,0910,07,False,False
JD142036,Justin Scott,IL-9873-JA,2026-08-07 18:11:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,9400XX W 63RD ST,GAS STATION / CONVENIENCE STORE,016,1622,45,15,0910,07,False,False
JD142149,Dante Washington,,2026-07-24 05:56:00,2026,THEFT,OVER $500,4700XX S DR MARTIN LUTHER KING JR DR,RESIDENCE,022,2213,19,72,0820,06,False,False
JD142262,Malik Williams,,2026-08-25 17:09:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,5300XX W 63RD ST,PARKING LOT,024,2411,49,1,1811,18,True,False
JD142375,Gabriel Thompson,,2026-03-06 01:12:00,2026,BATTERY,SIMPLE ASSAULT,2500XX S WESTERN AVE,STREET,004,0412,10,46,0460,08B,False,True
JD142488,Andre Ramirez,,2026-05-02 11:14:00,2026,BATTERY,SIMPLE ASSAULT,2700XX S ASHLAND AVE,DEPARTMENT STORE,024,2411,49,1,0460,08B,False,True
JD142601,Brandon Moore,,2026-07-27 11:50:00,2026,THEFT,OVER $500,3500XX S DR MARTIN LUTHER KING JR DR,STREET,018,1831,43,7,0820,06,True,False
JD142714,Lamar Torres,,2026-02-24 07:34:00,2026,ASSAULT,AGGRAVATED: HANDGUN,2500XX S COTTAGE GROVE AVE,,018,1831,43,7,051A,04A,False,True
JD142827,Darius Rodriguez,IL-9747-ZL,2026-07-24 03:49:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,5900XX S COMMERCIAL AVE,ALLEY,025,2515,30,19,0910,07,False,False
JD142940,Dante Hill,IL-5162-JL,2026-06-11 17:20:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,9800XX N PULASKI RD,ALLEY,024,2411,49,1,0910,07,False,False
JD143053,Darnell Vance,,2026-07-01 23:02:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,0300XX S DR MARTIN LUTHER KING JR DR,APARTMENT,018,1831,43,7,1811,18,True,False
JD143166,Gabriel Garcia,IL-2307-WW,2026-01-25 22:52:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,6600XX N CICERO AVE,COMMERCIAL BUILDING,019,1923,44,6,1811,18,True,False
JD143279,Dante Walker,,2026-04-09 09:05:00,2026,ASSAULT,AGGRAVATED: HANDGUN,2800XX W 79TH ST,BAR OR TAVERN,003,0313,20,42,051A,04A,True,False
JD143392,Tyler Martin,,2026-02-20 20:19:00,2026,THEFT,OVER $500,7400XX N DAMEN AVE,SIDEWALK,014,1422,1,24,0820,06,False,False
JD143505,Darnell King,,2026-02-28 07:47:00,2026,THEFT,OVER $500,8100XX N KEDZIE AVE,STREET,014,1422,1,24,0820,06,True,False
JD143618,Brian Johnson,,2026-04-05 01:43:00,2026,ASSAULT,AGGRAVATED: HANDGUN,9700XX W FULLERTON AVE,COMMERCIAL BUILDING,022,2213,19,72,051A,04A,True,False
JD143731,Xavier Allen,,2026-03-11 02:30:00,2026,THEFT,OVER $500,5200XX N CICERO AVE,SIDEWALK,009,0914,15,61,0820,06,False,False
JD143844,Kendrick King,,2026-08-18 06:31:00,2026,ASSAULT,AGGRAVATED: HANDGUN,7400XX N KEDZIE AVE,RESTAURANT,007,0724,16,68,051A,04A,True,True
JD143957,Maurice Hernandez,IL-1916-FA,2026-06-22 18:05:00,2026,BATTERY,SIMPLE ASSAULT,5300XX S COMMERCIAL AVE,PARKING LOT,015,1531,29,25,0460,08B,True,False
JD144070,Carlos Johnson,,2026-08-20 04:28:00,2026,THEFT,OVER $500,2600XX W CHICAGO AVE,PARKING LOT,025,2515,30,19,0820,06,True,False
JD144183,Aaron Miller,IL-5237-OQ,2026-03-28 09:00:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,1500XX W 55TH ST,DEPARTMENT STORE,010,1013,24,29,0910,07,False,False
JD144296,Kevin Anderson,,2026-03-23 22:42:00,2026,THEFT,OVER $500,7500XX W ROOSEVELT RD,RESTAURANT,025,2515,30,19,0820,06,False,False
JD144409,Cedric Williams,,2026-05-02 14:41:00,2026,THEFT,OVER $500,5000XX W BELMONT AVE,GAS STATION / CONVENIENCE STORE,025,2515,30,19,0820,06,True,False
JD144522,Andre Martinez,,2026-04-13 16:45:00,2026,BATTERY,SIMPLE ASSAULT,6300XX W 63RD ST,RESTAURANT,022,2213,19,72,0460,08B,True,False
JD144635,Jose Miller,,2026-01-02 07:59:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,6300XX W 63RD ST,BAR OR TAVERN,014,1422,1,24,1811,18,True,False
JD144748,Elijah Thomas,,2026-04-17 08:51:00,2026,THEFT,OVER $500,3300XX N KEDZIE AVE,STREET,014,1422,1,24,0820,06,False,False
JD144861,Jalen Moore,,2026-03-03 23:24:00,2026,BURGLARY,FORCIBLE ENTRY,3100XX N PULASKI RD,APARTMENT,020,2012,40,4,0610,05,False,False
JD144974,Jalen Garcia,IL-9797-TT,2026-04-21 04:37:00,2026,BURGLARY,FORCIBLE ENTRY,4000XX W MADISON ST,APARTMENT,018,1831,43,7,0610,05,False,False
JD145087,Damian Moore,,2026-02-06 10:53:00,2026,ROBBERY,ARMED: HANDGUN,0400XX N DAMEN AVE,ALLEY,011,1124,28,26,031A,03,False,False
JD145200,Terrence Hill,IL-6886-CU,2026-05-05 06:06:00,2026,ROBBERY,ARMED: HANDGUN,0400XX N CLARK ST,COMMERCIAL BUILDING,022,2213,19,72,031A,03,False,False
JD145313,Anthony Rodriguez,,2026-03-17 19:30:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,5000XX N CLARK ST,DEPARTMENT STORE,017,1732,35,21,0910,07,False,False
JD145426,Kareem Flores,,2026-01-09 13:14:00,2026,BURGLARY,FORCIBLE ENTRY,2700XX S WABASH AVE,APARTMENT,003,0313,20,42,0610,05,False,False
JD145539,Dante White,,2026-04-14 12:49:00,2026,THEFT,OVER $500,9500XX S DR MARTIN LUTHER KING JR DR,BAR OR TAVERN,014,1422,1,24,0820,06,False,False
JD145652,Xavier Ortiz,,2026-01-17 03:28:00,2026,CRIMINAL DAMAGE,TO PROPERTY,3200XX N MILWAUKEE AVE,RESTAURANT,018,1831,43,7,1310,14,False,False
JD145765,Jalen Taylor,,2026-01-07 09:28:00,2026,ASSAULT,AGGRAVATED: HANDGUN,3700XX S HALSTED ST,APARTMENT,016,1622,45,15,051A,04A,False,True
JD145878,Hector Wright,,2026-03-15 20:28:00,2026,BATTERY,SIMPLE ASSAULT,6500XX N DAMEN AVE,APARTMENT,004,0412,10,46,0460,08B,True,True
JD145991,Jose Brown,,2026-03-15 18:57:00,2026,BURGLARY,FORCIBLE ENTRY,1200XX W FULLERTON AVE,PARKING LOT,009,0914,15,61,0610,05,False,False
JD146104,Jose Martin,IL-3930-TB,2026-02-17 22:24:00,2026,ROBBERY,ARMED: HANDGUN,7100XX W ROOSEVELT RD,STREET,014,1422,1,24,031A,03,False,False
JD146217,Anthony Hernandez,IL-9169-OA,2026-05-10 23:49:00,2026,CRIMINAL DAMAGE,TO PROPERTY,8100XX S HALSTED ST,SIDEWALK,006,0623,6,69,1310,14,True,False
JD146330,Justin Hill,,2026-08-08 06:37:00,2026,CRIMINAL DAMAGE,TO PROPERTY,5300XX W FULLERTON AVE,SIDEWALK,016,1622,45,15,1310,14,True,False
JD146443,Kevin Torres,,2026-04-02 05:09:00,2026,THEFT,OVER $500,4500XX N KEDZIE AVE,APARTMENT,002,0222,4,38,0820,06,False,False
JD146556,Justin Torres,,2026-01-04 13:11:00,2026,ROBBERY,ARMED: HANDGUN,3700XX S COMMERCIAL AVE,,022,2213,19,72,031A,03,False,False
JD146669,Jalen Scott,IL-6393-NN,2026-06-02 02:49:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,4800XX W 63RD ST,SIDEWALK,014,1422,1,24,1811,18,True,False
JD146782,Reginald Sanchez,,2026-04-20 01:06:00,2026,BATTERY,SIMPLE ASSAULT,9300XX S WESTERN AVE,BAR OR TAVERN,022,2213,19,72,0460,08B,False,True
JD146895,Adrian Martinez,,2026-06-05 19:36:00,2026,CRIMINAL DAMAGE,TO PROPERTY,9400XX W 47TH ST,DEPARTMENT STORE,024,2411,49,1,1310,14,False,False
JD147008,Damian Harris,,2026-04-01 03:01:00,2026,CRIMINAL DAMAGE,TO PROPERTY,1600XX N KEDZIE AVE,COMMERCIAL BUILDING,007,0724,16,68,1310,14,True,False
JD147121,Brian Scott,,2026-04-01 20:12:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,0900XX N BROADWAY,GAS STATION / CONVENIENCE STORE,010,1013,24,29,1811,18,True,False
JD147234,Aaron Walker,,2026-06-13 23:36:00,2026,THEFT,OVER $500,2500XX N CLARK ST,PARKING LOT,011,1124,28,26,0820,06,False,False
JD147347,Darnell Torres,IL-4598-RV,2026-08-28 17:57:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,5300XX W FULLERTON AVE,RESTAURANT,002,0222,4,38,0910,07,False,False
JD147460,Jose Torres,,2026-06-03 04:17:00,2026,THEFT,OVER $500,4900XX W 63RD ST,RESTAURANT,024,2411,49,1,0820,06,False,False
JD147573,Lamar Perez,,2026-05-23 10:45:00,2026,THEFT,OVER $500,5300XX N BROADWAY,DEPARTMENT STORE,003,0313,20,42,0820,06,False,False
JD147686,Brian Miller,,2026-05-06 03:23:00,2026,THEFT,OVER $500,2600XX S WABASH AVE,DEPARTMENT STORE,003,0313,20,42,0820,06,False,False
JD147799,Calvin Jones,,2026-06-16 23:55:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,4200XX S WABASH AVE,SIDEWALK,005,0511,9,49,1811,18,True,False
JD147912,Isaiah Ortiz,,2026-02-01 09:59:00,2026,THEFT,OVER $500,7700XX S COMMERCIAL AVE,PARKING LOT,003,0313,20,42,0820,06,True,False
JD148025,Terrence Wright,IL-6977-EJ,2026-01-19 09:40:00,2026,BURGLARY,FORCIBLE ENTRY,2600XX W 63RD ST,GAS STATION / CONVENIENCE STORE,007,0724,16,68,0610,05,False,False
JD148138,Dante Thomas,,2026-02-01 19:35:00,2026,BATTERY,SIMPLE ASSAULT,7000XX S COTTAGE GROVE AVE,RESTAURANT,012,1212,25,28,0460,08B,True,False
JD148251,Dominic Walker,IL-8517-DD,2026-04-06 02:19:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,5700XX N CICERO AVE,APARTMENT,002,0222,4,38,0910,07,False,False
JD148364,Jamal Wright,,2026-03-23 19:57:00,2026,CRIMINAL DAMAGE,TO PROPERTY,4600XX S DR MARTIN LUTHER KING JR DR,PARKING LOT,010,1013,24,29,1310,14,True,False
JD148477,Isaiah Walker,,2026-03-03 22:29:00,2026,BATTERY,SIMPLE ASSAULT,4000XX W FULLERTON AVE,,025,2515,30,19,0460,08B,True,True
JD148590,Brandon Walker,,2026-05-12 12:11:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,5900XX W 63RD ST,STREET,017,1732,35,21,0910,07,True,False
JD148703,Darius Jackson,IL-7773-GG,2026-05-25 11:38:00,2026,ROBBERY,ARMED: HANDGUN,1400XX W 47TH ST,BAR OR TAVERN,014,1422,1,24,031A,03,False,False
JD148816,Jalen Torres,IL-2276-TS,2026-03-16 12:04:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,8900XX S COTTAGE GROVE AVE,ALLEY,020,2012,40,4,0910,07,False,False
JD148929,Deandre Moore,,2026-08-04 18:38:00,2026,CRIMINAL DAMAGE,TO PROPERTY,7200XX W 63RD ST,DEPARTMENT STORE,004,0412,10,46,1310,14,False,True
JD149042,Marcus Garcia,,2026-07-11 15:41:00,2026,THEFT,OVER $500,2800XX W BELMONT AVE,COMMERCIAL BUILDING,005,0511,9,49,0820,06,False,False
JD149155,Jalen Lee,IL-3089-WB,2026-08-07 06:43:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,7300XX S HALSTED ST,GAS STATION / CONVENIENCE STORE,025,2515,30,19,0910,07,False,False
JD149268,Jalen Nguyen,IL-9797-TT,2026-01-01 22:35:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,3700XX S STATE ST,RESIDENCE,001,0111,42,32,0910,07,False,False
JD149381,Damian Garcia,IL-4657-DC,2026-04-22 05:30:00,2026,ROBBERY,ARMED: HANDGUN,7200XX S COTTAGE GROVE AVE,PARKING LOT,014,1422,1,24,031A,03,False,False
JD149494,Damian Ramirez,,2026-03-24 15:42:00,2026,ASSAULT,AGGRAVATED: HANDGUN,1100XX W MADISON ST,,005,0511,9,49,051A,04A,False,False
JD149607,Jalen Hill,,2026-03-15 16:27:00,2026,CRIMINAL DAMAGE,TO PROPERTY,4600XX W ROOSEVELT RD,APARTMENT,008,0815,13,65,1310,14,True,False
JD149720,Cedric Brown,IL-9624-ZZ,2026-05-14 17:36:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,0500XX N MILWAUKEE AVE,DEPARTMENT STORE,020,2012,40,4,0910,07,False,False
